MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,RoomsPerHousehold,BedroomRatio,PopPerHousehold,MedHouseVal
-0.3316795618477053,0.34849024666633216,-0.23730332330110088,-0.646096259513629,1.257576904210674,1.1487401888117668,-1.3728111990669631,1.2725865624715633,-0.37169325793198826,-0.182784865427711,0.5390469311882965,1.03
0.0009332556652976847,1.6181181253037589,-0.6738330998350885,-0.21706605735677664,-0.03138980229818998,-1.678697281290275,-0.8766960138236571,0.7091621244200409,-0.5572937223833734,0.39344678896426727,1.0192795159618813,3.821
0.2077559842979082,-1.9527102833640038,0.2666703633263145,-0.9103453086074448,-0.5529899198408235,-0.25302494745938275,-0.4601464714967344,-0.4476030935264562,3.475776774399531,-0.650736674050749,-0.4972444359547014,1.726
-1.1240187587121946,0.5865454739108497,-1.0514888006317917,-0.30641408920393304,0.10456611806379972,1.5865964837345354,-1.3821718629394797,1.2326981066803058,-0.4965224118465782,0.8520089341950232,-0.42863978098704647,0.934
-0.15445450118695175,1.1420076708147238,0.7661600163904055,0.9391622348567348,-0.6065879269066079,-0.8655041192743461,0.5320838989898776,-0.10855121930075648,-0.39085705184061553,-0.5349700096860001,-0.33837049813486875,0.965
1.6914894860415697,-0.683082404726577,0.7771723223561438,-0.617334458251719,1.7739479478932307,0.675113117047903,0.8316251429103639,-1.1356789559256613,0.1233885844721651,-0.9002955727442175,1.1817642250958005,2.648
-0.7770883701071144,-0.04826846540786367,-0.7766726741298524,0.20144742220014517,0.02220820476759442,0.8599559304635405,-0.7503270515447039,0.8038972069242785,-0.3620967599123909,0.655825133896284,-0.309484327622172,1.573
2.513546666601379,0.6658972163256889,0.5931377048174049,-1.2909686325774716,-0.44317936877921643,-0.7270302440450754,1.0609614077869836,-1.4697447731774511,-0.33644532158042495,-0.952061704820607,-0.20477195951364646,5.00001
-1.3902172968737134,-1.8733585409491644,-1.3581507884347355,-0.5263040330853974,-0.6784876924826602,-0.3829462826287286,-0.708204064118384,0.8387996057416262,1.3759571104124815,1.2532527875722872,-0.5875137188068787,1.398
1.5735199191862612,-1.8733585409491644,1.136703790023787,-0.3460393115990241,2.3452242671065915,0.7187119826481245,-0.7596877154172172,0.8936462324546062,3.27597651647137,-1.0337825886936614,1.6209159075122084,3.156
0.24409133278368417,1.8561733525482764,0.344376573295778,1.1604243266292933,-0.895494257675836,1.3323903934059351,0.9720351009980903,-1.4298563173861936,-0.4988228476898914,-0.18215382973980873,-1.093021702779073,2.319
-0.9508844326491771,-0.28632369265238117,-1.6620862473769968,0.15879938203494112,0.48628850984938615,0.10978834290761755,-0.7830893750985073,0.6144270419158033,-0.44006570017736285,2.1470619376895383,0.36572990811211564,1.594
-0.5630466980667338,-1.238544601630451,0.9441367507283066,1.9727864242698665,-0.7686892165689803,-0.6700370418098085,0.8503464706553938,-0.06866276350949893,0.6889984126011142,-0.4156330532423395,-0.5983460327491402,0.96
-1.030954546613693,0.5865454739108497,-1.8458732656715489,0.3930778421410415,2.3452242671065915,2.406692293637571,0.7895021554840439,-1.1456510698734739,-0.5805479004394853,2.7102166215050785,0.7690003612669583,1.875
-0.6006453616488693,1.3800628980592413,-0.47447541420872086,-0.4734354541285616,-0.815750881309669,-0.6913485598710494,-0.6848024044370974,0.6194130988897061,-0.5226011111530452,0.09530861605541151,-0.6452860598322725,2.299
-0.3875662153961913,0.5865454739108497,-0.2077648132165596,-0.7257443245466152,0.6980660011824855,1.0766830314099416,-0.8205320305885672,0.6742597256026861,-0.4072780680809021,-0.23177438807944034,0.14547285795280251,1.177
-0.5525792301254674,1.8561733525482764,0.0336238722469673,-0.16058778108931748,-0.22094372972596407,-0.3403554599770435,0.48060024769104437,-1.030971759473611,-0.5215787663798098,-0.27855965904319563,-0.12533499060373005,1.696
0.3581506386264499,-0.683082404726577,0.47103264408792755,-0.08289854475831669,0.9582124257212927,0.0036315434186512904,1.1171253910220769,-0.8764039932824836,0.06510148682962148,-0.5830859080653797,0.8676271207702222,1.308
0.2538970642459047,0.4278419890811713,-0.2559929152661347,-1.1221506482140802,0.7974184045239395,1.1050928696786162,-0.6192777573294909,0.5745385861245387,-0.3874485040150474,-0.3038218143826763,0.21046674160637033,1.574
-1.430583222095494,-0.6037306623117379,-1.8096876272979592,-0.6809602590993666,-0.07191512471378306,2.406692293637571,-0.8018107028435373,0.649329440733151,-0.3913749698280298,2.106618197962843,-0.6947700281768021,0.941
-0.9730225257663387,0.18978676183665383,-0.41671450407159233,-0.022166603803730492,-0.37781594552825987,0.3376226725420365,-0.694163068309614,1.118018796280436,-0.3637627452484967,0.17320574945197018,-0.5008552072687885,0.727
